"CustomerID","FirstName","MiddleName","LastName","BirthDate","MaritalStatus","YearlyIncome","Gender","TotalChildren","NumberChildrenAtHome","Education","Occupation","HomeOwner","CommuteDistance","NumberOfPurchases","ProfitGenerated"
24412,"Angelica",,"Patterson","1962-09-01 00:00:00","S","greater than 100000","F",1,1,"Partial College","Professional","False","1-2 Miles",4,13002.2151
24413,"Nathan","A","Lewis","1962-02-21 00:00:00","M","greater than 100000","M",1,1,"High School","Professional","True","5-10 Miles",4,23182.1148
24414,"Adam",,"Edwards","1962-05-27 00:00:00","S","greater than 100000","M",1,2,"Bachelors ","Management","False","2-5 Miles",4,29882.8435
24415,"Kaylee","A","Ward","1961-01-14 00:00:00","M","50001-75000","F",5,4,"Partial College","Professional","True","2-5 Miles",3,6378.0109
24417,"Christopher","A","Harris","1961-07-20 00:00:00","S","greater than 100000","M",3,3,"Bachelors ","Management","False","2-5 Miles",3,25624.4752
24418,"Brandon","V","Garcia","1955-06-20 00:00:00","S","50001-75000","M",2,0,"High School","Professional","False","1-2 Miles",2,8672.1308
24420,"Marcus","R","Price","1955-10-27 00:00:00","M","75001-100000","M",3,2,"Partial College","Professional","True","5-10 Miles",1,16235.4549
24421,"Seth","P","Kelly","1955-02-27 00:00:00","M","75001-100000","M",2,1,"High School","Professional","True","10+ Miles",1,16900.1213
24422,"Thomas","E","Lal","1935-09-01 00:00:00","M","75001-100000","M",4,0,"Graduate Degree","Management","True","5-10 Miles",3,21685.5538
24423,"Alyssa","E","Harris","1935-02-16 00:00:00","M","greater than 100000","F",2,2,"Graduate Degree","Management","True","0-1 Miles",3,13521.0525
24424,"Morgan",,"Russell","1936-01-07 00:00:00","M","greater than 100000","F",2,4,"Graduate Degree","Management","True","0-1 Miles",3,13407.1137
24426,"Jordan","L","Russell","1960-11-23 00:00:00","M","greater than 100000","M",5,3,"Partial College","Professional","True","5-10 Miles",4,19728.4974
24427,"Evelyn","R","Fernandez","1960-12-08 00:00:00","S","greater than 100000","F",3,3,"Partial College","Professional","False","2-5 Miles",4,13129.8775
24428,"Hailey",,"Price","1960-07-22 00:00:00","M","greater than 100000","F",4,3,"Partial College","Professional","True","2-5 Miles",4,11866.7995
24429,"Isabelle",,"Hughes","1954-10-24 00:00:00","S","50001-75000","F",2,0,"Partial High School","Skilled Manual","False","1-2 Miles",2,5542.9644
24430,"Dalton",,"Long","1954-01-22 00:00:00","S","50001-75000","M",3,0,"Partial High School","Skilled Manual","False","1-2 Miles",2,6714.867
24431,"Abigail","C","Morgan","1954-06-13 00:00:00","M","50001-75000","F",2,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,8679.041
24432,"Dalton",,"Reed","1954-06-13 00:00:00","M","50001-75000","M",2,0,"Partial High School","Skilled Manual","True","5-10 Miles",2,11264.4482
24433,"Luis","P","Simmons","1954-07-06 00:00:00","M","50001-75000","M",3,1,"High School","Professional","False","1-2 Miles",1,5926.9455
24435,"Mariah","A","Hughes","1953-10-26 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","5-10 Miles",3,14594.7265
24436,"Jennifer",,"Hernandez","1953-01-20 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",3,8938.1626
24437,"Nicole","J","Blue","1953-07-07 00:00:00","S","50001-75000","F",3,0,"Graduate Degree","Management","False","1-2 Miles",2,9306.5012
24439,"Xavier","D","Watson","1951-02-12 00:00:00","M","25001-50000","M",3,0,"Partial College","Professional","True","5-10 Miles",2,10401.4813
24440,"Jordyn",,"Hughes","1951-03-10 00:00:00","M","25001-50000","F",3,0,"Partial College","Professional","True","5-10 Miles",2,7971.6621
24442,"Briana","J","Gutierrez","1951-10-15 00:00:00","M","25001-50000","F",3,0,"Partial College","Professional","True","5-10 Miles",2,8035.1654
24443,"Edgar",,"Suri","1951-08-27 00:00:00","M","25001-50000","M",3,0,"Partial College","Professional","True","5-10 Miles",2,10416.0665
24444,"Elijah","P","Griffin","1951-07-26 00:00:00","S","25001-50000","M",3,0,"Partial College","Professional","False","1-2 Miles",2,6589.3954
24445,"Lauren","R","Brooks","1951-10-05 00:00:00","M","25001-50000","F",4,0,"Partial College","Professional","False","1-2 Miles",2,3882.0257
24451,"Bailey",,"Morgan","1949-07-23 00:00:00","M","25001-50000","F",4,0,"High School","Professional","False","1-2 Miles",2,3304.5068
24452,"Megan","C","Coleman","1949-02-13 00:00:00","M","25001-50000","F",4,0,"High School","Professional","True","5-10 Miles",2,6583.3521
24453,"Cassie","J","Yuan","1964-03-25 00:00:00","S","50001-75000","F",4,4,"Bachelors ","Professional","True","5-10 Miles",1,14827.3689
24454,"Carol","L","Zhou","1964-07-18 00:00:00","S","50001-75000","F",4,4,"Bachelors ","Professional","True","5-10 Miles",2,14839.6031
24455,"Alejandro","M","Chander","1964-09-11 00:00:00","M","50001-75000","M",4,4,"Bachelors ","Professional","False","10+ Miles",3,14276.2374
24456,"Danny",,"Ruiz","1964-02-21 00:00:00","S","50001-75000","M",4,4,"Bachelors ","Professional","True","5-10 Miles",3,19298.2262
24458,"Frederick","S","Rodriguez","1963-06-21 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","True","5-10 Miles",1,33458.3064
24460,"Willie",,"Nara","1962-11-15 00:00:00","S","50001-75000","M",1,0,"Bachelors ","Professional","False","0-1 Miles",1,12278.4427
24461,"Ruth","D","Sai","1962-08-07 00:00:00","S","50001-75000","F",1,0,"Bachelors ","Professional","True","5-10 Miles",1,20429.8079
24465,"Tara","L","Andersen","1960-04-08 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,11285.7584
24466,"Alexa","A","Travers","1960-08-04 00:00:00","M","50001-75000","F",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,11409.5943
24468,"Whitney","F","Patel","1965-10-01 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","True","5-10 Miles",1,25712.3977
24469,"Roger",,"Andersen","1965-06-02 00:00:00","S","75001-100000","M",5,5,"Bachelors ","Professional","True","1-2 Miles",4,13522.3191
24470,"Clarence","L","Lal","1965-06-11 00:00:00","M","75001-100000","M",5,5,"Bachelors ","Professional","True","1-2 Miles",4,10790.5175
24471,"Ricardo","L","Chande","1964-06-03 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","5-10 Miles",1,27909.7761
24472,"Jake","M","He","1964-10-23 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","5-10 Miles",1,27892.2535
24474,"Rosa","M","Guo","1963-03-26 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","False","0-1 Miles",3,11875.3836
24475,"Gilbert",,"Zhou","1963-06-15 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","0-1 Miles",2,15455.3344
24476,"Jared",,"Brooks","1961-03-19 00:00:00","M","50001-75000","M",1,0,"Partial College","Skilled Manual","True","5-10 Miles",1,14776.3788
24479,"Desir�e","E","Moreno","1961-02-03 00:00:00","S","50001-75000","F",5,4,"Partial College","Skilled Manual","True","5-10 Miles",2,9598.1583
24480,"Kelli","A","Liu","1958-08-22 00:00:00","S","75001-100000","F",2,0,"Bachelors ","Professional","True","2-5 Miles",1,16658.9789
24481,"Dennis","K","Sun","1958-07-17 00:00:00","M","75001-100000","M",2,0,"Bachelors ","Management","False","2-5 Miles",1,17307.9961
24482,"Roy","A","Ramos","1958-08-16 00:00:00","M","75001-100000","M",4,0,"Bachelors ","Management","True","1-2 Miles",2,15311.9577
24487,"Samantha","A","Harris","1975-03-11 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5134.3361
24488,"Gavin",,"Gonzales","1975-02-09 00:00:00","S","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",2,6719.6189
24490,"Dwayne","J","Suarez","1980-04-06 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11603.3537
24491,"Kaitlyn","M","Russell","1980-05-05 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5152.1862
24492,"Devin",,"Lopez","1979-04-04 00:00:00","S","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",3,6675.7592
24495,"Kellie","M","Ortega","1937-02-14 00:00:00","S","25001-50000","F",2,0,"Partial College","Clerical","False","0-1 Miles",3,3304.1572
24496,"Katelyn","A","Mitchell","1978-04-09 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5179.2838
24497,"Abigail",,"James","1978-03-23 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","5-10 Miles",2,9283.5901
24499,"Olivia",,"Lewis","1977-12-02 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","False","0-1 Miles",2,3738.3569
24500,"Seth",,"Johnson","1977-11-13 00:00:00","M","25001-50000","M",0,0,"High School","Skilled Manual","False","0-1 Miles",2,5281.1503
24501,"Victoria","V","Garcia","1979-04-28 00:00:00","S","25001-50000","F",0,0,"Partial High School","Clerical","False","0-1 Miles",2,3779.943
24502,"Deb",,"Price","1940-08-12 00:00:00","M","25001-50000","M",2,0,"Bachelors ","Management","True","0-1 Miles",2,9259.2745
24505,"Clifford",,"Gonzalez","1943-12-11 00:00:00","M","25001-50000","M",2,0,"Bachelors ","Management","True","0-1 Miles",2,9193.3776
24506,"Jaime","C","Mu�oz","1943-02-20 00:00:00","M","50001-75000","F",2,0,"Graduate Degree","Management","True","5-10 Miles",1,15568.0442
24507,"Madison",,"Garcia","1976-09-07 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","False","1-2 Miles",2,5685.5445
24508,"Alex","F","Phillips","1976-09-13 00:00:00","S","25001-50000","M",0,0,"High School","Skilled Manual","False","1-2 Miles",2,7436.3523
24509,"Emma","F","Long","1976-11-09 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",3,11111.957
24511,"Logan",,"Hall","1976-05-02 00:00:00","S","25001-50000","M",0,0,"Partial College","Skilled Manual","False","1-2 Miles",1,8431.6732
24512,"Adrienne","L","Jim�nez","1976-08-13 00:00:00","S","25001-50000","F",0,0,"Partial College","Skilled Manual","True","5-10 Miles",1,12667.6479
24516,"Rachel","K","Moore","1975-11-13 00:00:00","S","25001-50000","F",0,0,"High School","Skilled Manual","True","5-10 Miles",2,11150.8791
24520,"Joseph","L","Wilson","1973-02-22 00:00:00","M","50001-75000","M",0,0,"Partial College","Skilled Manual","True","5-10 Miles",1,18590.4054
24521,"Jordyn",,"Wood","1972-09-12 00:00:00","S","75001-100000","F",0,0,"Bachelors ","Management","False","0-1 Miles",1,17581.8953
24522,"Alex",,"Perez","1968-09-09 00:00:00","M","75001-100000","M",0,0,"Bachelors ","Management","False","0-1 Miles",1,18292.3805
24525,"James","L","Nelson","1968-02-02 00:00:00","M","75001-100000","M",4,4,"Bachelors ","Management","True","1-2 Miles",1,13923.9004
24526,"Julian","A","Barnes","1967-05-28 00:00:00","M","75001-100000","M",2,0,"Bachelors ","Management","True","1-2 Miles",2,17595.428
24528,"Katherine",,"Hernandez","1967-11-13 00:00:00","S","greater than 100000","F",0,0,"Graduate Degree","Management","False","1-2 Miles",3,23369.9522
24529,"Jillian",,"Martinez","1967-07-15 00:00:00","S","greater than 100000","F",0,0,"Graduate Degree","Management","False","0-1 Miles",2,21254.2257
24531,"Andres",,"Xie","1958-03-18 00:00:00","M","greater than 100000","M",2,2,"Bachelors ","Management","False","5-10 Miles",4,30309.7068
24532,"Phillip","A","Perez","1958-03-25 00:00:00","M","greater than 100000","M",2,2,"Bachelors ","Management","True","0-1 Miles",4,20187.0895
24534,"Alisha",,"Luo","1958-07-27 00:00:00","M","greater than 100000","F",1,1,"Partial College","Professional","True","0-1 Miles",2,11355.2513
24535,"David","B.","Shepard","1957-11-21 00:00:00","M","greater than 100000","F",2,2,"Partial College","Professional","True","5-10 Miles",3,18667.1579
24537,"Cynthia",,"Saunders","1957-06-28 00:00:00","S","greater than 100000","F",2,2,"High School","Professional","False","0-1 Miles",3,9486.7266
24538,"Latasha","E","Diaz","1956-10-21 00:00:00","S","75001-100000","F",2,2,"Partial College","Professional","True","5-10 Miles",4,16769.4092
24539,"Colin","M","Zheng","1956-07-18 00:00:00","S","greater than 100000","M",3,3,"Partial College","Professional","False","5-10 Miles",4,23642.6203
24540,"Janet","L","Martin","1956-12-16 00:00:00","M","greater than 100000","F",3,3,"Partial High School","Professional","True","5-10 Miles",4,14560.7386
24541,"Janet",,"Sheperdigian","1956-01-24 00:00:00","M","greater than 100000","M",3,3,"Partial College","Professional","True","0-1 Miles",4,12643.2275
24542,"Arturo","W","Liang","1955-08-11 00:00:00","S","75001-100000","M",2,2,"High School","Professional","True","10+ Miles",4,21149.6223
24543,"Arthur",,"Moreno","1955-06-09 00:00:00","S","greater than 100000","M",3,3,"Partial College","Professional","False","5-10 Miles",4,23722.1241
24544,"Kellie",,"Romero","1955-07-18 00:00:00","S","greater than 100000","F",3,3,"Partial College","Professional","False","5-10 Miles",4,18222.4994
24545,"Douglas",,"Raman","1955-06-06 00:00:00","S","greater than 100000","M",3,3,"High School","Professional","False","0-1 Miles",4,11511.9961
24546,"Adam",,"Hughes","1954-04-11 00:00:00","M","75001-100000","M",4,2,"Partial College","Professional","False","2-5 Miles",1,9226.7648
24547,"Dana",,"Gomez","1944-08-23 00:00:00","S","75001-100000","F",5,0,"Partial College","Professional","True","10+ Miles",2,16573.7281
24548,"Crystal",,"Liu","1944-02-25 00:00:00","M","greater than 100000","F",3,4,"Bachelors ","Management","True","10+ Miles",4,29174.5559
24549,"Darryl","T","Li","1944-12-24 00:00:00","S","greater than 100000","M",3,3,"Bachelors ","Management","False","0-1 Miles",3,19705.7293
24550,"Randy","R","Ma","1944-10-22 00:00:00","M","greater than 100000","M",3,3,"Bachelors ","Management","False","5-10 Miles",4,28418.3112
24551,"Molly",,"Malhotra","1945-09-19 00:00:00","M","50001-75000","F",3,1,"Partial High School","Skilled Manual","True","2-5 Miles",3,5293.1835
24552,"Ross","M","Carlson","1945-09-24 00:00:00","M","50001-75000","M",5,1,"High School","Professional","False","2-5 Miles",2,6050.4556
24553,"Michele","A","Ashe","1945-07-15 00:00:00","M","75001-100000","F",5,0,"Partial College","Professional","True","10+ Miles",2,13257.9019
24554,"Deanna",,"Fernandez","1945-05-27 00:00:00","M","greater than 100000","F",4,4,"Bachelors ","Management","True","0-1 Miles",4,13599.1143
24555,"Lacey","A","Chande","1945-02-16 00:00:00","M","greater than 100000","F",4,4,"Partial College","Professional","True","0-1 Miles",4,9076.7816
24556,"Claudia",,"Yang","1946-11-26 00:00:00","S","75001-100000","F",5,0,"Partial College","Professional","True","10+ Miles",2,16602.8298
24557,"Franklin","M","Lin","1946-03-13 00:00:00","S","greater than 100000","M",4,4,"Bachelors ","Management","False","0-1 Miles",4,18343.0752
24558,"Savannah","R","Brooks","1954-02-03 00:00:00","M","75001-100000","F",3,1,"High School","Professional","True","10+ Miles",3,12190.4631
24561,"Megan",,"Sherman","1954-12-10 00:00:00","S","75001-100000","M",3,3,"High School","Professional","False","2-5 Miles",3,10664.0682
24562,"Ricky",,"Rubio","1954-10-12 00:00:00","S","greater than 100000","M",3,4,"Partial College","Professional","True","10+ Miles",4,31606.2064
24563,"Adriana",,"Rodriguez","1954-04-04 00:00:00","M","greater than 100000","F",3,3,"Partial College","Professional","True","0-1 Miles",4,9720.1902
24565,"Theodore","J","Navarro","1952-06-07 00:00:00","S","greater than 100000","M",4,4,"Partial College","Professional","False","10+ Miles",2,24486.0305
24566,"Kara","E","Nara","1952-02-22 00:00:00","S","greater than 100000","F",4,4,"Partial College","Professional","False","0-1 Miles",4,9490.4798
24567,"Alison","W","Deng","1951-05-08 00:00:00","M","75001-100000","F",4,1,"High School","Professional","True","10+ Miles",3,11379.3231
24568,"Jose","F","Mitchell","1951-01-14 00:00:00","S","greater than 100000","M",4,4,"High School","Professional","False","10+ Miles",3,21529.6682
24569,"Bob","S","Gonzalez","1951-02-12 00:00:00","M","greater than 100000","M",4,4,"High School","Professional","True","0-1 Miles",3,10354.386
24570,"Karen",,"Guo","1950-02-20 00:00:00","S","75001-100000","F",4,1,"High School","Management","True","10+ Miles",3,17084.0291
24571,"Roberto",,"Navarro","1950-08-26 00:00:00","S","75001-100000","M",4,1,"High School","Management","True","10+ Miles",3,22174.9057
24572,"Carolyn","A","Martinez","1950-05-28 00:00:00","M","75001-100000","F",3,3,"Partial College","Management","True","10+ Miles",4,16708.3232
24573,"Colin","W","Rai","1950-09-16 00:00:00","M","greater than 100000","M",4,4,"High School","Management","True","0-1 Miles",3,12431.8743
24574,"Alison","K","Yuan","1949-06-04 00:00:00","S","greater than 100000","F",4,4,"Partial College","Management","False","10+ Miles",4,22715.6219
24575,"Arturo","M","Zhu","1949-04-15 00:00:00","S","greater than 100000","M",3,3,"High School","Management","False","10+ Miles",4,27609.2603
24576,"Jake","L","Hu","1949-09-16 00:00:00","S","greater than 100000","M",4,5,"High School","Management","False","0-1 Miles",4,12898.3471
24577,"Gilbert",,"Lal","1948-02-03 00:00:00","S","greater than 100000","M",0,0,"High School","Management","False","0-1 Miles",4,22261.8845
24578,"Meredith","Y","Lopez","1947-04-07 00:00:00","S","75001-100000","F",5,0,"Partial High School","Skilled Manual","False","5-10 Miles",2,8961.1545
24580,"Wesley","M","Zhao","1947-08-10 00:00:00","M","greater than 100000","M",4,4,"Partial High School","Professional","True","10+ Miles",3,19652.955
24581,"Reginald","A","Diaz","1947-10-13 00:00:00","M","greater than 100000","M",5,5,"Partial High School","Professional","True","0-1 Miles",4,9088.4872
24582,"Marie","A","Sai","1947-10-24 00:00:00","M","greater than 100000","F",5,5,"Partial High School","Professional","False","10+ Miles",4,11774.121
24583,"Roy","R","Chandra","1947-08-13 00:00:00","S","greater than 100000","M",5,5,"Partial High School","Professional","False","0-1 Miles",4,9533.4031
24584,"Ronnie",,"Liang","1975-08-12 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","2-5 Miles",3,20118.6494
24585,"Harold",,"Patel","1975-08-15 00:00:00","M","50001-75000","M",0,0,"Bachelors ","Professional","True","10+ Miles",4,29734.4318
24586,"Jerry","M","Luo","1975-10-20 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","True","10+ Miles",2,37215.3853
24587,"Suzanne","P","Sun","1975-09-10 00:00:00","M","50001-75000","F",0,0,"Bachelors ","Professional","True","10+ Miles",2,22867.3407
24588,"Kathryn",,"Becker","1976-02-07 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","False","10+ Miles",3,23869.2685
24589,"Laura","T","Zhao","1975-06-11 00:00:00","S","50001-75000","F",0,0,"Bachelors ","Professional","False","10+ Miles",3,23858.3596
24590,"Diana","L","Alonso","1974-01-04 00:00:00","M","50001-75000","F",0,0,"Bachelors ","Professional","False","10+ Miles",3,19091.153
24591,"Derek",,"Pal","1974-05-11 00:00:00","S","50001-75000","M",0,0,"Bachelors ","Professional","False","10+ Miles",3,31011.9239
24592,"Jay",,"Martinez","1975-10-02 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","False","10+ Miles",2,38034.0956
24593,"Destiny","W","Watson","1974-09-06 00:00:00","M","50001-75000","F",0,0,"Bachelors ","Professional","False","10+ Miles",4,19040.9212
24594,"Franklin",,"Yuan","1974-03-23 00:00:00","M","50001-75000","M",0,0,"Partial High School","Professional","True","10+ Miles",4,19878.3768
24595,"Kelvin",,"Wu","1973-05-13 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","False","10+ Miles",3,38023.9568
24596,"Heather",,"Zhao","1973-10-03 00:00:00","M","75001-100000","F",0,0,"Bachelors ","Professional","True","10+ Miles",3,28142.2259
24597,"Lee","R","Dominguez","1974-10-18 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","True","10+ Miles",2,45658.1242
24598,"Irma","J.","Sherwood","1974-09-03 00:00:00","S","75001-100000","M",0,0,"High School","Management","True","10+ Miles",2,38414.3168
24599,"Virginia","C","Garcia","1974-08-22 00:00:00","M","greater than 100000","F",4,4,"High School","Management","True","0-1 Miles",4,9591.4172
24600,"Lisa","J","Li","1973-01-24 00:00:00","M","75001-100000","F",0,0,"Bachelors ","Professional","False","10+ Miles",3,23409.0852
24601,"Natasha","M","Munoz","1973-03-18 00:00:00","S","75001-100000","F",0,0,"Bachelors ","Professional","False","10+ Miles",3,29280.1363
24602,"Preston","M","Garcia","1973-06-18 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","False","10+ Miles",3,38057.0748
24603,"Jake","G","Zhu","1972-12-25 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","False","10+ Miles",3,38076.2045
24604,"Melvin","J","Rai","1972-01-09 00:00:00","M","75001-100000","M",0,0,"Bachelors ","Professional","True","10+ Miles",3,36576.7248
24605,"Roger","P","Wang","1972-06-16 00:00:00","S","75001-100000","M",0,2,"High School","Management","False","10+ Miles",3,29067.55
24606,"Cassie",,"Nath","1972-10-02 00:00:00","M","75001-100000","F",0,0,"High School","Management","True","10+ Miles",3,23543.2975
24607,"Kristine","J","Ruiz","1971-01-14 00:00:00","S","75001-100000","F",0,0,"Bachelors ","Professional","False","10+ Miles",4,29263.647
24608,"Katrina","Z","Nara","1972-10-02 00:00:00","M","greater than 100000","F",0,0,"High School","Management","True","10+ Miles",6,32899.5919
24609,"Jenny","H","Zhang","1972-04-10 00:00:00","M","greater than 100000","F",0,0,"Partial High School","Professional","False","10+ Miles",4,21791.5991
24610,"Troy","E","Kapoor","1972-11-06 00:00:00","S","greater than 100000","M",4,4,"High School","Management","False","10+ Miles",4,25792.6448
24611,"Pedro","A","Suarez","1971-08-27 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","False","10+ Miles",4,38026.9116
24612,"Devon",,"Chander","1970-06-05 00:00:00","S","75001-100000","M",0,0,"Bachelors ","Professional","True","10+ Miles",4,45649.4334
24613,"Stacy",,"Serrano","1970-09-23 00:00:00","M","75001-100000","F",0,0,"Partial High School","Professional","True","10+ Miles",4,18682.1605
24614,"Lindsey",,"Raje","1970-08-15 00:00:00","M","greater than 100000","F",0,0,"Partial High School","Professional","False","10+ Miles",4,21793.3802
24615,"Dwayne","C","Ortega","1971-05-19 00:00:00","M","greater than 100000","M",0,2,"Partial High School","Professional","True","10+ Miles",4,30907.0485
24616,"Zoe",,"Cook","1949-10-23 00:00:00","M","25001-50000","F",4,0,"High School","Professional","True","5-10 Miles",2,6562.6487
24617,"Kelsey","J","She","1948-10-17 00:00:00","M","25001-50000","F",4,0,"High School","Professional","False","1-2 Miles",2,3269.8007
24618,"Brett","J","Gonzalez","1948-12-11 00:00:00","M","25001-50000","M",4,0,"High School","Professional","True","5-10 Miles",2,8458.6123
24619,"Shelby","N","Kelly","1948-02-17 00:00:00","S","25001-50000","F",4,0,"High School","Professional","True","5-10 Miles",2,8190.5172
24620,"Olivia","L","Morgan","1948-02-22 00:00:00","M","25001-50000","F",4,0,"High School","Professional","True","5-10 Miles",3,6614.2771
24621,"Chad","M","Shan","1937-02-03 00:00:00","M","25001-50000","M",4,0,"High School","Professional","True","5-10 Miles",2,8500.1256
24623,"Beth",,"Torres","1938-03-18 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",3,8891.3583
24624,"Allison","J","Murphy","1938-03-27 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",2,8926.948
24625,"Yolanda","A","Nath","1938-06-13 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","False","1-2 Miles",2,7373.9945
24626,"Seth","M","Bryant","1938-04-27 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","True","10+ Miles",2,21086.8519
24628,"David",,"Walker","1939-08-11 00:00:00","S","50001-75000","M",3,0,"Graduate Degree","Management","True","10+ Miles",2,26432.3203
24629,"Seth",,"Perry","1939-09-13 00:00:00","M","50001-75000","M",3,0,"Graduate Degree","Management","False","1-2 Miles",2,9657.5432
24630,"Brianna","D","Howard","1939-04-16 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","1-2 Miles",3,8863.1301
24631,"Hannah",,"Powell","1939-01-01 00:00:00","S","50001-75000","F",3,0,"Graduate Degree","Management","True","10+ Miles",2,20325.9145
24634,"Crystal","S","He","1940-04-05 00:00:00","M","50001-75000","F",3,0,"Bachelors ","Management","True","10+ Miles",2,18687.6924
24635,"Gabrielle",,"Rogers","1940-10-14 00:00:00","S","50001-75000","F",3,0,"Bachelors ","Management","True","10+ Miles",3,23363.2983
24636,"Anna",,"Ward","1940-05-02 00:00:00","M","50001-75000","F",3,0,"Graduate Degree","Management","True","10+ Miles",2,16189.9294
24637,"Nathan","C","Flores","1941-11-08 00:00:00","M","25001-50000","M",4,0,"High School","Professional","True","10+ Miles",2,9460.7782
24638,"Julia","I","Lopez","1941-10-12 00:00:00","S","25001-50000","F",4,0,"High School","Professional","False","1-2 Miles",2,4197.8822
24639,"Ian","L","Moore","1941-11-06 00:00:00","M","25001-50000","M",3,0,"Bachelors ","Management","True","10+ Miles",2,17341.8407
24640,"Lisa",,"Yang","1941-08-22 00:00:00","S","25001-50000","F",4,0,"Bachelors ","Management","False","1-2 Miles",2,7132.3004
24641,"Sarah","H","Powell","1943-09-20 00:00:00","M","50001-75000","F",4,0,"Bachelors ","Management","True","1-2 Miles",3,9641.418
24642,"Edward",,"Russell","1943-11-08 00:00:00","S","50001-75000","M",4,0,"Bachelors ","Management","True","10+ Miles",2,28384.8541
24643,"Jada","F","Campbell","1943-07-27 00:00:00","S","50001-75000","F",4,0,"Bachelors ","Management","True","10+ Miles",2,21903.5464
24644,"Samuel","B","Johnston","1943-11-07 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","False","1-2 Miles",2,10395.7821
24645,"Bryce","R","Murphy","1943-04-20 00:00:00","M","50001-75000","M",4,0,"Bachelors ","Management","False","1-2 Miles",2,10436.1653
24646,"Juan","T","Murphy","1944-07-12 00:00:00","M","25001-50000","M",4,0,"High School","Professional","True","10+ Miles",2,9492.8034
24647,"Jose",,"Simmons","1944-04-26 00:00:00","S","25001-50000","M",5,0,"Partial High School","Clerical","False","1-2 Miles",2,3203.5136
24648,"Amanda","J","King","1944-11-11 00:00:00","S","25001-50000","F",5,0,"Partial High School","Clerical","False","10+ Miles",2,4465.6482
24649,"Aaron","L","Washington","1947-02-11 00:00:00","M","25001-50000","M",4,0,"High School","Professional","False","1-2 Miles",2,4252.4261
24650,"Julia",,"Baker","1945-03-07 00:00:00","S","0-25000","F",5,0,"Partial High School","Clerical","False","1-2 Miles",3,1021.8847
24651,"Dakota",,"Alexander","1945-04-07 00:00:00","S","0-25000","M",5,0,"Partial High School","Clerical","False","10+ Miles",3,2317.473
24652,"Luke",,"Butler","1945-06-16 00:00:00","S","0-25000","M",5,0,"Partial High School","Clerical","False","10+ Miles",4,2411.8707
24653,"Victoria",,"Barnes","1946-04-16 00:00:00","M","25001-50000","F",5,0,"High School","Professional","True","10+ Miles",3,6800.9015
24654,"Paige",,"Simmons","1946-10-13 00:00:00","S","25001-50000","F",5,0,"High School","Professional","False","2-5 Miles",4,4542.4565
24655,"Taylor",,"Sanders","1946-11-16 00:00:00","M","50001-75000","F",5,0,"Bachelors ","Management","True","10+ Miles",3,16185.6557
24656,"Julia",,"Moore","1946-07-03 00:00:00","M","50001-75000","F",5,0,"Bachelors ","Management","True","2-5 Miles",3,10562.0546
24658,"Jenna",,"Perez","1947-05-17 00:00:00","M","25001-50000","F",2,1,"High School","Professional","False","2-5 Miles",2,4143.7311
